Year,CITATION,SampleNo,UNIQUE_ID,SiO2,Al2O3,Fe2O3.T.,MgO,Na2O,CaO,K2O,TiO2,MnO,LOCATION,ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),LAND/SEA (SAMPLING),ROCK TYPE,Type,ROCK TEXTURE,SAMPLE COMMENT
1994, [3645] NAKADA S. (1994),samp. 1220G,,75.3,12.6,1.42,0.24,4.63,0.94,3.41,0.27,0.02,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 1203G,,75.2,12.9,1.46,0.27,4.58,0.98,3.38,0.27,0.02,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 1406G,,74.7,12.9,1.58,0.25,4.8,0.91,3.3,0.27,0.03,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 1204G,,73.2,13.7,1.96,0.41,5.11,1.4,2.97,0.36,0.04,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 682G,,73,13.3,1.36,0.23,3.48,0.96,4.81,0.24,0.02,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 1221G,,72.7,13.4,1.7,0.32,4.65,1.17,3.11,0.33,0.03,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 1374G,,72.4,13.6,2.05,0.38,5.15,1.27,3.07,0.35,0.04,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 80C-504,,72.17113155,14.79408237,2.353848283,0.539784086,5.347860856,1.68932427,2.74890044,0.399840064,0.049980008,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,DIKE
1986, [4448] BACON C. R. (1986),samp. 158,15515-158,72,14.8,2.377016712,0.58,5.31,1.74,2.83,0.4,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYOLITE,,BASAL AIR-FALL PUMICE FROM LLAO ROCK VENT
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 79C-158,,71.98704233,14.79733648,2.366590726,0.579895619,5.329040773,1.739686856,2.837489252,0.399928013,0.049991002,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,PUMICE
1994, [3645] NAKADA S. (1994),samp. 1224,,71.8,14.4,2.66,0.71,4.8,1.84,2.81,0.42,0.04,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 81C-673,,71.73483723,14.70714236,2.624993182,0.830403276,4.252064969,2.281107795,3.241574235,0.380184632,0.040019435,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 82C-803,,71.60930921,14.70191125,2.538481162,0.630081911,5.040655285,2.150279536,2.96738576,0.400052007,0.040005201,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 710,,71.5,14,2.37,0.49,4.8,1.69,2.89,0.42,0.04,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 534,,71.3,14.4,2.45,0.62,5.04,1.81,2.8,0.45,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 1406,,71.2,14.5,2.41,0.56,4.94,1.76,2.76,0.42,0.04,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 80C-227,,71.17080994,14.93584603,2.705779478,0.691659984,4.991980754,2.195268645,2.906976744,0.451082598,0.040096231,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 1374,,71.1,14.5,2.49,0.57,5.13,1.77,2.79,0.41,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1986, [4448] BACON C. R. (1986),samp. 1012,,70.8,15.3,2.828193165,0.8,4.8,2.35,2.65,0.49,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYOLITE,,PUMICE IN WINEGLASS WELDED TUFF
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 79C-153,,70.78725829,15.19726449,2.699913067,0.699874023,5.419024576,2.16960947,2.607530644,0.449919015,0.049991002,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 79C-154,,70.71610097,15.06735106,2.819683706,0.793547156,5.293662672,2.310327162,2.56446315,0.472110333,0.050224504,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,PUMICE
1986, [4448] BACON C. R. (1986),samp. 714,,70.7,15.2,2.83930661,0.78,5.11,2.37,2.57,0.48,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,GLASSY,FROM DOME 8 OF SHARP PEAK GROUP
1994, [3645] NAKADA S. (1994),samp. 693,,70.6,14.6,2.46,0.44,4.69,1.78,2.84,0.39,0.03,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 1220,,70.6,14.5,2.72,0.77,4.86,2.12,2.68,0.42,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1986, [4448] BACON C. R. (1986),samp. 322,,70.6,15.3,2.688172162,0.76,5.24,2.27,2.67,0.46,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYOLITE,,RING-VENT PHASE PYROCLASTIC FLOW
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 82C-728,,70.45983789,15.19134094,2.837689127,0.76956135,5.396923753,2.288695444,2.605514857,0.479726556,0.049971516,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 711,,70.4,14.5,2.75,0.4,5.19,1.67,2.72,0.4,0.07,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 1203,,70.4,14.9,2.74,0.77,4.83,2.13,2.63,0.43,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1986, [4448] BACON C. R. (1986),samp. 154,15536-154,70.4,15.4,2.80707972,0.79,5.27,2.3,2.56,0.47,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYOLITE,,SINGLE-VENT PHASE PLINIAN ERUPTION
1986, [4448] BACON C. R. (1986),samp. 222,,70.4,15.3,2.968214168,0.78,4.96,2.44,2.71,0.47,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,GLASSY,FROM GROUSE HILL DOME
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 81C-631,,70.3929607,15.39846015,2.924581375,0.819918008,5.01949805,2.359764024,2.649735026,0.479952005,0.049995,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,IGNIMBRITE PUMICE
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 79C-160,,70.33868628,15.30841963,2.808624464,0.830456751,5.412977137,2.301265696,2.566411526,0.460253139,0.050027515,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 732,,70,13.9,2.46,0.62,4.59,1.83,2.92,0.43,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 92C-1749,,69.8,15.2,3.301596507,0.89,5.16,2.57,2.55,0.57,0.07,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 1221,,69.6,14.8,2.7,0.71,4.78,2.06,2.6,0.45,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1986, [4448] BACON C. R. (1986),samp. 531,,69.3,15.7,3.462730955,0.9,4.83,2.76,2.44,0.66,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYOLITE,,PUMICEOUS BLOCK FROM DOME-COLLAPSE BRECCIA
1994, [3645] NAKADA S. (1994),samp. 688,,69.2,14.9,3.09,0.68,4.68,2.25,2.57,0.45,0.06,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 690,,68.7,15.1,3.39,1.02,4.67,2.59,2.49,0.52,0.06,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 747,,68.6,15.5,2.94,0.79,4.87,2.46,2.33,0.45,0.06,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 681,,68.5,15.5,3.28,0.9,5.46,2.42,2.37,0.5,0.07,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 1204,,68.4,15.4,3.52,1.21,5.06,3.04,2.27,0.54,0.06,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
2003, [6578] REAGAN M. K.(2003)  [GeoReM [736] ],samp. 88C-1533,,68.1,14.6,2.62,0.83,4.98,2.23,2.48,0.47,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,
1994, [3645] NAKADA S. (1994),samp. CD212-2,,67.7,14.7,2.99,0.96,4.19,2.64,2.94,0.45,0.05,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,-456,-456,OUTCROP,,,SUBAQUATIC,VOLCANIC ROCK,RHYODACITE,,
1994, [3645] NAKADA S. (1994),samp. 755,,67.6,15.5,3.44,1.04,4.62,2.66,2.35,0.52,0.06,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 81C-553,,67.54032927,15.97510782,3.821860134,1.536845816,4.862297058,3.457903085,2.264825413,0.616760492,0.060664966,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,DACITE,,
1986, [4448] BACON C. R. (1986),samp. 553,15429-553,67.5,16,3.828340184,1.54,4.86,3.46,2.26,0.62,0.06,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYOLITE,,PUMICEOUS BLOCK FROM DOME-COLLAPSE BRECCIA
1994, [3645] NAKADA S. (1994),samp. 682,,67.3,15.7,3.3,1.09,4.85,2.84,2.49,0.5,0.06,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,RHYODACITE,,
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 81C-538,,67.14246214,15.67997619,3.97021636,1.859484356,4.791438878,3.729019978,2.281637561,0.623178541,0.060307601,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,DACITE,,
1986, [4448] BACON C. R. (1986),samp. 550,15493-550,64.9,16.4,4.731806535,2.47,4.56,4.57,1.88,0.65,0.07,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,DACITE,,"DENSE BLOCK FROM DOME-COLLAPSE BRECCIA, HOST FOR INCLUSION"
1986, [4448] BACON C. R. (1986),samp. 660,,64.3,16.7,4.839600648,2.65,4.41,4.83,1.79,0.62,0.08,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,DACITE,,DENSE BLOCK FROM DOME-COLLAPSE BRECCIA
1986, [4448] BACON C. R. (1986),samp. 1044,,63.4,17,4.957394761,2.79,4.4,5.31,1.64,0.62,0.08,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,DACITE,,DENSE BLOCK FROM DOME-COLLAPSE BRECCIA
2012, [16849] WRIGHT H. M. N. (2012),samp. 79C-132,,61.7,17,5.667499775,3.3,4.73,5.74,1.39,0.66,0.11,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,
1986, [4448] BACON C. R. (1986),samp. 560,,61.6,17.9,5.430798104,2.26,5.05,5.31,1.64,0.82,0.08,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,RING-VENT PHASE PYROCLASTIC FLOW
1986, [4448] BACON C. R. (1986),samp. 787,15427-787,61.6,17,5.839747667,2.63,4.56,5.75,1.78,0.87,0.08,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,"GLASSY, HOST OF INCLUSIONS"
2012, [16849] WRIGHT H. M. N. (2012),samp. 879L,,61.6,17.7,5.796407333,2.35,4.98,5.38,1.27,0.9,0.1,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,LAVA
1986, [4448] BACON C. R. (1986),samp. 775,15520-775,61.5,18.2,5.430798104,2.92,4.45,5.35,1.42,0.7,0.09,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA / CLEETWOOD FLOW,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,INCLUSION IN CLEETWOOD FLOW
1992, [3406] NAKAGAWA M. (1992),samp. 814i,15451-814,61.35,16.17,6.88,2.32,3.18,6.3,1.38,0.62,0.13,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,
2012, [16849] WRIGHT H. M. N. (2012),samp. 82C-775i,,61.3,18.2,5.409684659,2.91,4.64,5.34,1.43,0.7,0.09,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,ENCLAVE
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 82C-775,,61.29759811,18.19928688,5.409472694,2.909885979,4.639818193,5.339790765,1.43094393,0.699972572,0.092914769,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,,HIGH-SR ENCLAVE
2012, [16849] WRIGHT H. M. N. (2012),samp. 80C-379,,61.2,17.2,5.97976867,3.05,4.47,5.69,1.69,0.86,0.09,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,ENCLAVE
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 82C-811,,61.10122202,16.90033801,6.721121551,2.330046601,5.060101202,5.300106002,1.398027961,1.300026001,0.100002,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,,LOW-SR ENCLAVE
2012, [16849] WRIGHT H. M. N. (2012),samp. 578L,,61.1,17.7,5.474138438,2.8,4.73,5.84,1.53,0.86,0.08,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,LAVA
1986, [4448] BACON C. R. (1986),samp. 811,15518-811,61,16.9,6.710987128,2.33,5.13,5.3,1.39,1.3,0.1,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,INCLUSION IN DOME
1986, [4448] BACON C. R. (1986),samp. 224,,61,17.3,6.527625791,2.25,4.89,5.29,1.52,1.24,0.1,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,INCLUSION IN GROUSE HILL DOME
2012, [16849] WRIGHT H. M. N. (2012),samp. 80C-224,,61,17,6.527625791,2.25,4.9,5.29,1.52,1.24,0.1,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,ENCLAVE
2012, [16849] WRIGHT H. M. N. (2012),samp. 81C-551,,60.3,17.5,6.065335894,3.8,4.15,6.42,1.26,0.72,0.09,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,ENCLAVE
2013, [17450] ANKNEY M. E.(2013)  [GeoReM [7644] ],samp. 80C-515,,60.02370334,18.007111,6.088853824,3.151244425,4.721864662,6.192445394,1.220481968,0.72028444,0.090545796,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,
1986, [4448] BACON C. R. (1986),samp. 1161,,60,17.1,6.59207957,3.12,4.19,6.59,1.68,0.95,0.1,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,SMALL INCLUSION
1986, [4448] BACON C. R. (1986),samp. 552,15493-552,59.9,17.6,6.150903117,3.91,4.09,6.52,1.28,0.72,0.09,CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,INCLUSION IN DOME-COLLAPSE BRECCIA
